! FILETYPE CSV
! VERSION 2.0,1
! TIMESTAMP Friday, 15 November 2019 15:47:46
! TIMEZONE (UTC+08:00) Kuala Lumpur, Singapore
! NAME Keysight Technologies
! MODEL N9923A
! SERIAL MY58331058
! FIRMWARE_VERSION A.11.02
! VF, 1.000
! Media, Coax
! IF_BW, 10000
! Output_Power_Mode, High
! Output_Power_Level, -15
! GPS_LATITUDE 
! GPS_LONGITUDE 
! GPS_TIMESTAMP 0001-01-01 00:00:00Z
! GPS_SECS_SINCE_LAST_READ 0
! CHECKSUM 1268071844
! TraceAverageCount, 1
! CORRECTION1 Rdy
! CORR TIMESTAMP1 11/15/2019 3:26:42 PM
! Smoothing, Off
! Mag_Offset, 0 dB
! Phase_Offset, 0 Deg
! Slope, 0 dB/GHz
! Electrical_Delay, 0 s
! DATA Freq,S11
! FREQ UNIT Hz
! DATA UNIT dB
BEGIN
2000000,-0.491157708187216
31990000,-0.902040895824082
61980000,-1.23302381261054
91970000,-1.43416024927367
121960000,-1.42191029251952
151950000,-1.62659754476184
181940000,-1.76448933946752
211930000,-1.72492586169033
241920000,-1.92753622486981
271910000,-1.99267354503132
301900000,-1.93249090419484
331890000,-2.19409764390287
361880000,-2.19754620641655
391870000,-2.08239186858777
421860000,-2.38017251389969
451850000,-2.38462607643677
481840000,-2.22099791518448
511830000,-2.49221921401132
541820000,-2.53672904034239
571810000,-2.37631041651734
601800000,-2.56835328702812
631790000,-2.64895768033624
661780000,-2.57078464063362
691770000,-2.65754857239391
721760000,-2.65087621259154
751750000,-2.70719906530816
781740000,-2.71405415348885
811730000,-2.59151482726744
841720000,-2.85165664108645
871710000,-2.90766861793247
901700000,-2.57858505601941
931690000,-2.90552510708551
961680000,-3.10601086387971
991670000,-2.58856215249893
1021660000,-2.86621850822523
1051650000,-3.31644520098599
1081640000,-2.75145258802528
1111630000,-2.89149238631515
1141620000,-3.50990540068626
1171610000,-3.07583192282624
1201600000,-3.05886043110275
1231590000,-3.65249299157917
1261580000,-3.56468040736252
1291570000,-3.487399391928
1321560000,-3.89040767947215
1351550000,-4.16516618980874
1381540000,-4.14367944216582
1411530000,-4.04036131240797
1441520000,-4.27737549953476
1471510000,-4.45544897429899
1501500000,-3.7175204407338
1531490000,-3.51845722475544
1561480000,-4.16663939353342
1591470000,-3.60517180059519
1621460000,-3.46843136453305
1651450000,-4.92942931509826
1681440000,-4.97550295823802
1711430000,-4.56840250716833
1741420000,-6.04558226012598
1771410000,-6.54267460886886
1801400000,-5.40742211503448
1831390000,-6.12672074263227
1861380000,-7.16447881817813
1891370000,-5.99144887905356
